2.002038372,S60-D0-C0,1,95106,,L1D_TLB_REFILL,863885315,43.00,,
2.002038372,S60-D0-C0,1,0,,L3D_CACHE_ALLOCATE,574476179,28.00,,
2.002038372,S60-D0-C0,1,0,,L3D_CACHE_REFILL,570589341,28.00,,
2.002038372,S60-D0-C0,1,0,,L3D_CACHE,568180164,28.00,,
2.002038372,S60-D0-C1,1,67743925,,instructions,571171836,28.00,0.60,insn per cycle
2.002038372,S60-D0-C1,1,112586872,,cycles,859147284,42.00,,
2.002038372,S60-D0-C1,1,13899,,L1I_TLB_REFILL,862901932,43.00,,
2.002038372,S60-D0-C1,1,178265,,L1D_TLB_REFILL,863867540,43.00,,
2.002038372,S60-D0-C1,1,0,,L3D_CACHE_ALLOCATE,574529236,28.00,,
2.002038372,S60-D0-C1,1,0,,L3D_CACHE_REFILL,570644889,28.00,,
2.002038372,S60-D0-C1,1,0,,L3D_CACHE,568190056,28.00,,
2.002038372,S60-D0-C2,1,31334520,,instructions,570660993,28.00,0.36,insn per cycle
2.002038372,S60-D0-C2,1,87166222,,cycles,858622084,42.00,,
2.002038372,S60-D0-C2,1,9897,,L1I_TLB_REFILL,862386768,43.00,,
2.002038372,S60-D0-C2,1,184958,,L1D_TLB_REFILL,863849123,43.00,,
2.002038372,S60-D0-C2,1,0,,L3D_CACHE_ALLOCATE,574559903,28.00,,
2.002038372,S60-D0-C2,1,0,,L3D_CACHE_REFILL,570702122,28.00,,
2.002038372,S60-D0-C2,1,0,,L3D_CACHE,568199714,28.00,,
2.002038372,S60-D0-C3,1,26380418,,instructions,570138714,28.00,0.28,insn per cycle
2.002038372,S60-D0-C3,1,94712974,,cycles,858123581,42.00,,
2.002038372,S60-D0-C3,1,8487,,L1I_TLB_REFILL,861870437,42.00,,
2.002038372,S60-D0-C3,1,215619,,L1D_TLB_REFILL,863875336,43.00,,
2.002038372,S60-D0-C3,1,0,,L3D_CACHE_ALLOCATE,574615657,28.00,,
2.002038372,S60-D0-C3,1,0,,L3D_CACHE_REFILL,570728865,28.00,,
2.002038372,S60-D0-C3,1,0,,L3D_CACHE,568189768,28.00,,
2.002038372,S60-D0-C4,1,24380828,,instructions,569627517,28.00,0.27,insn per cycle
2.002038372,S60-D0-C4,1,91005263,,cycles,857598756,42.00,,
2.002038372,S60-D0-C4,1,12581,,L1I_TLB_REFILL,861339886,42.00,,
2.002038372,S60-D0-C4,1,86227,,L1D_TLB_REFILL,863857500,43.00,,
2.002038372,S60-D0-C4,1,0,,L3D_CACHE_ALLOCATE,574664332,28.00,,
2.002038372,S60-D0-C4,1,0,,L3D_CACHE_REFILL,570785904,28.00,,
