2.002037058,S60-D0-C0,1,4744660,,l1i_cache,754694449,37.00,,
2.002037058,S60-D0-C0,1,370617,,l1i_cache_refill,755985547,37.00,,
2.002037058,S60-D0-C0,1,701705,,l1d_cache,504015084,25.00,,
2.002037058,S60-D0-C0,1,141334,,l1d_cache_refill,503869015,25.00,,
2.002037058,S60-D0-C0,1,2331695,,l2d_cache,499871270,24.00,,
2.002037058,S60-D0-C0,1,442535,,l2d_cache_refill,496041636,24.00,,
2.002037058,S60-D0-C1,1,98737112,,instructions,498253673,24.00,0.75,insn per cycle
2.002037058,S60-D0-C1,1,131708846,,cycles,750215367,37.00,,
2.002037058,S60-D0-C1,1,16360183,,l1i_cache,754107431,37.00,,
2.002037058,S60-D0-C1,1,468070,,l1i_cache_refill,755955453,37.00,,
2.002037058,S60-D0-C1,1,940119,,l1d_cache,504012340,25.00,,
2.002037058,S60-D0-C1,1,317149,,l1d_cache_refill,503915837,25.00,,
2.002037058,S60-D0-C1,1,2115544,,l2d_cache,499912271,24.00,,
2.002037058,S60-D0-C1,1,402445,,l2d_cache_refill,496042473,24.00,,
2.002037058,S60-D0-C2,1,58278627,,instructions,497671609,24.00,0.49,insn per cycle
2.002037058,S60-D0-C2,1,119603379,,cycles,749630220,37.00,,
2.002037058,S60-D0-C2,1,17835840,,l1i_cache,753528533,37.00,,
2.002037058,S60-D0-C2,1,446172,,l1i_cache_refill,755955978,37.00,,
2.002037058,S60-D0-C2,1,901058,,l1d_cache,504004456,25.00,,
2.002037058,S60-D0-C2,1,198942,,l1d_cache_refill,503971182,25.00,,
2.002037058,S60-D0-C2,1,1862080,,l2d_cache,499948582,24.00,,
2.002037058,S60-D0-C2,1,177226,,l2d_cache_refill,496021455,24.00,,
2.002037058,S60-D0-C3,1,34611669,,instructions,497066543,24.00,0.30,insn per cycle
2.002037058,S60-D0-C3,1,116212399,,cycles,749035197,37.00,,
2.002037058,S60-D0-C3,1,19940307,,l1i_cache,752930688,37.00,,
2.002037058,S60-D0-C3,1,605678,,l1i_cache_refill,755963949,37.00,,
2.002037058,S60-D0-C3,1,4010687,,l1d_cache,504013311,25.00,,
2.002037058,S60-D0-C3,1,205632,,l1d_cache_refill,504005559,25.00,,
2.002037058,S60-D0-C3,1,2017607,,l2d_cache,499989511,24.00,,
2.002037058,S60-D0-C3,1,187976,,l2d_cache_refill,496035650,24.00,,
2.002037058,S60-D0-C4,1,5656043326,,instructions,496475862,24.00,1.16,insn per cycle
2.002037058,S60-D0-C4,1,4885781890,,cycles,748474247,37.00,,
2.002037058,S60-D0-C4,1,1617058613,,l1i_cache,752362215,37.00,,
2.002037058,S60-D0-C4,1,2557414,,l1i_cache_refill,755994583,37.00,,
2.002037058,S60-D0-C4,1,488458095,,l1d_cache,504018133,25.00,,
2.002037058,S60-D0-C4,1,15296811,,l1d_cache_refill,504011469,25.00,,
2.002037058,S60-D0-C4,1,51358458,,l2d_cache,500096499,24.00,,
2.002037058,S60-D0-C4,1,2597230,,l2d_cache_refill,496126084,24.00,,
2.002037058,S60-D0-C5,1,44297125,,instructions,499879030,24.00,0.42,insn per cycle
2.002037058,S60-D0-C5,1,105646789,,cycles,751854450,37.00,,
2.002037058,S60-D0-C5,1,11944160,,l1i_cache,755727887,37.00,,
2.002037058,S60-D0-C5,1,736700,,l1i_cache_refill,755985118,37.00,,
2.002037058,S60-D0-C5,1,14329922,,l1d_cache,504029055,25.00,,
2.002037058,S60-D0-C5,1,377537,,l1d_cache_refill,500169671,24.00,,
2.002037058,S60-D0-C5,1,2895744,,l2d_cache,496137695,24.00,,
2.002037058,S60-D0-C5,1,208789,,l2d_cache_refill,496032778,24.00,,
2.002037058,S60-D0-C6,1,54081948,,instructions,499251585,24.00,0.48,insn per cycle
2.002037058,S60-D0-C6,1,111548097,,cycles,751207539,37.00,,
2.002037058,S60-D0-C6,1,18067700,,l1i_cache,755125850,37.00,,
2.002037058,S60-D0-C6,1,886570,,l1i_cache_refill,755974629,37.00,,
2.002037058,S60-D0-C6,1,9684279,,l1d_cache,504027912,25.00,,
2.002037058,S60-D0-C6,1,293497,,l1d_cache_refill,500207934,24.00,,
2.002037058,S60-D0-C6,1,2381974,,l2d_cache,496197573,24.00,,
2.002037058,S60-D0-C6,1,295490,,l2d_cache_refill,496040654,24.00,,
2.002037058,S60-D0-C7,1,14730887,,instructions,498652652,24.00,0.16,insn per cycle
2.002037058,S60-D0-C7,1,89682753,,cycles,750630239,37.00,,
2.002037058,S60-D0-C7,1,5687512,,l1i_cache,754540371,37.00,,
2.002037058,S60-D0-C7,1,353739,,l1i_cache_refill,755976440,37.00,,
2.002037058,S60-D0-C7,1,2138899,,l1d_cache,504020040,25.00,,
2.002037058,S60-D0-C7,1,252296,,l1d_cache_refill,500250819,24.00,,
2.002037058,S60-D0-C7,1,2563075,,l2d_cache,496234222,24.00,,
2.002037058,S60-D0-C7,1,114763,,l2d_cache_refill,496027727,24.00,,
4.004867119,S60-D0-C0,1,38574302,,instructions,504029579,25.00,0.36,insn per cycle
4.004867119,S60-D0-C0,1,106573109,,cycles,756030983,37.00,,
4.004867119,S60-D0-C0,1,1049401,,l1i_cache,754626617,37.00,,
4.004867119,S60-D0-C0,1,321388,,l1i_cache_refill,750678885,37.00,,
4.004867119,S60-D0-C0,1,12862191,,l1d_cache,496034943,24.00,,
4.004867119,S60-D0-C0,1,275051,,l1d_cache_refill,496178286,24.00,,
4.004867119,S60-D0-C0,1,1417776,,l2d_cache,500167547,24.00,,
4.004867119,S60-D0-C0,1,225260,,l2d_cache_refill,504046492,25.00,,
4.004867119,S60-D0-C1,1,18170862,,instructions,504035554,25.00,0.20,insn per cycle
4.004867119,S60-D0-C1,1,92695909,,cycles,756025987,37.00,,
4.004867119,S60-D0-C1,1,2637516,,l1i_cache,754676598,37.00,,
4.004867119,S60-D0-C1,1,465796,,l1i_cache_refill,750710528,37.00,,
4.004867119,S60-D0-C1,1,19410744,,l1d_cache,496041171,24.00,,
4.004867119,S60-D0-C1,1,346040,,l1d_cache_refill,496131944,24.00,,
4.004867119,S60-D0-C1,1,2847007,,l2d_cache,500127458,24.00,,
4.004867119,S60-D0-C1,1,354564,,l2d_cache_refill,504042394,25.00,,
4.004867119,S60-D0-C2,1,26670721,,instructions,504034407,25.00,0.29,insn per cycle
